ID,State,Municipality,Municipality - code,Contract Date,Month,Year,Transaction Value in R$,Disbursed Value R$ (*),Interest ,Grace Period (months),Amortization Period (months),CNAE Sector Grouped ,CNAE Subsector ,CNAE Subsector - name ,BNDES Sector ,BNDES Subsector,Client Size,Accredited Financial Institution
194, PR,PEROLA D'OESTE,4119004,2019/05/27,mai.,2019,"30 911,00","30 911,00","4,03","6,00","138,00",Commerce and Services,Commerce,"Retail Trade of Food Products (General or Specialized, Not Elsewhere Classified)",Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
195, PR,MARIALVA,4114807,2019/05/27,mai.,2019,"230 627,00","230 473,00","4,03","3,00","69,00",Commerce and Services,Accommodation and Food Services,Restaurants and Similar Establishments,Commerce and Services,Commerce and Services,Small,AGENCIA DE FOMENTO DO PARANA SA
196, SC,CUNHA PORA,4204707,2019/05/28,mai.,2019,"238 800,00","238 800,00","4,03","6,00","138,00",Manufacturing,Beverages,Beer Production,Industry,Food and Beverages,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
197, SC,BLUMENAU,4202404,2019/05/31,mai.,2019,"750 400,00","750 400,00","4,03","24,00","120,00",Commerce and Services,Electricity and Gas,Electric Power Generation,Infrastructure,Electric Power,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
198, SC,MARAVILHA,4210506,2019/06/03,jun.,2019,"58 960,00","58 960,00","4,03","6,00","120,00",Commerce and Services,Commerce,Maintenance and Repair of Motor Vehicles,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
199, PR,MALLET,4113908,2019/06/04,jun.,2019,"200 000,00","200 000,00","4,03","9,00","135,00",Commerce and Services,Commerce,Supermarkets (General Retail with Predominance of Food Products),Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
200, RS,CRUZEIRO DO SUL,4306205,2019/06/05,jun.,2019,"170 200,00","170 200,00","4,03","6,00","54,00",Manufacturing,Chemicals,Manufacture of Fertilizers (Except Organomineral),Industry,Chemicals and Petrochemicals,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
201, SC,BOM RETIRO,4202602,2019/06/10,jun.,2019,"160 403,00","160 403,00","4,03","12,00","132,00",Commerce and Services,Commerce,Retail Trade of Automotive Fuels,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
202, RS,ESTRELA,4307807,2019/06/12,jun.,2019,"73 168,00","73 168,00","4,03","6,00","54,00",Commerce and Services,Commerce,Minimarkets and Grocery Stores,Commerce and Services,Commerce and Services,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
203, SC,RIO NEGRINHO,4215000,2019/06/14,jun.,2019,"596 475,00","596 475,00","4,03","24,00","96,00",Manufacturing,Furniture,Manufacture of Wooden Furniture,Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
204, SC,RIO NEGRINHO,4215000,2019/06/14,jun.,2019,"296 566,00","296 566,00","4,03","24,00","96,00",Manufacturing,Furniture,Manufacture of Wooden Furniture,Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
205, SC,PRAIA Large,4213807,2019/06/18,jun.,2019,"195 840,00","195 840,00","4,03","6,00","114,00",Manufacturing,Rubber and Plastics,Manufacture of Plastic Products for Personal and Household Use,Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
206, MG,UBERABA,3170107,2019/06/24,jun.,2019,"8 044 444,00","8 044 444,00","4,03","24,00","120,00",Commerce and Services,Electricity and Gas,Electric Power Generation,Infrastructure,Electric Power,Small,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA - BDMG
207, MS,BONITO,5002209,2019/06/24,jun.,2019,"1 338 000,00","1 338 000,00","4,03","24,00","120,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Advertising Agencies,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
208, ES,SERRA,3205002,2019/06/25,jun.,2019,"88 000,00","88 000,00","4,03","6,00","54,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Accounting Activities,Commerce and Services,Commerce and Services,Small,BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO
209, ES,SERRA,3205002,2019/06/25,jun.,2019,"88 000,00","88 000,00","4,03","6,00","54,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Accounting Activities,Commerce and Services,Commerce and Services,Small,BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO
210, PR,QUATIGUA,4120705,2019/06/25,jun.,2019,"600 000,00","600 000,00","4,03","6,00","94,00",Manufacturing,Non-metallic Minerals,Manufacture of Ceramic and Clay Products for Construction (Except Tiles and Bricks),Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
211, SC,NOVO HORIZONTE,4211652,2019/07/04,jul.,2019,"88 000,00","88 000,00","4,03","3,00","120,00",Commerce and Services,Commerce,Retail Trade of Automotive Fuels,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
212, RS,MORRINHOS DO SUL,4312443,2019/07/04,jul.,2019,"120 000,00","120 000,00","4,03","6,00","54,00",Commerce and Services,Commerce,Minimarkets and Grocery Stores,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
213, SC,SERRA ALTA,4217550,2019/07/05,jul.,2019,"133 600,00","133 600,00","4,03","24,00","120,00",Manufacturing,Apparel and Accessories,Manufacture of Apparel (Except Underwear and Custom-Made),Industry,Textiles and Clothing,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
214, SC,QUILOMBO,4214201,2019/07/05,jul.,2019,"167 074,00","167 074,00","4,03","24,00","120,00",Commerce and Services,Telecomunicações,Multimedia Communication Services,Infrastructure,TELECOMUNICAÇÕES,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
215, MG,UBERLANDIA,3170206,2019/07/10,jul.,2019,"228 261,00","100 044,00","4,03","3,00","57,00",Commerce and Services,Commerce,Retail Trade of Meat (Butcher Shops),Commerce and Services,Commerce and Services,Small,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA - BDMG
216, RS,RIO Large,4315602,2019/07/15,jul.,2019,"139 137,00","139 137,00","4,03","6,00","54,00",Commerce and Services,Commerce,Minimarkets and Grocery Stores,Commerce and Services,Commerce and Services,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
217, PR,TOLEDO,4127700,2019/07/17,jul.,2019,"16 640,00","16 640,00","4,03","6,00","120,00",Manufacturing,Apparel and Accessories,Manufacture of Apparel (Except Underwear and Custom-Made),Industry,Textiles and Clothing,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
218, PR,CARLOPOLIS,4104709,2019/07/17,jul.,2019,"1 200 000,00","1 200 000,00","4,03","6,00","94,00",Manufacturing,Non-metallic Minerals,Manufacture of Ceramic and Clay Products for Construction (Except Tiles and Bricks),Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
219, RS,TRINDADE DO SUL,4321956,2019/07/19,jul.,2019,"34 778,00","34 778,00","4,03","6,00","138,00",Commerce and Services,Accommodation and Food Services,Bars and Beverage-Serving Establishments (No Entertainment),Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
220, PR,CONTENDA,4106209,2019/07/26,jul.,2019,"60 000,00","60 000,00","4,03","24,00","120,00",Commerce and Services,"Arts, Culture and Sports",Sports Facilities Management,Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
221, SC,TIGRINHOS,4217956,2019/07/30,jul.,2019,"81 401,00","81 401,00","4,03","24,00","120,00",Commerce and Services,Electricity and Gas,Electric Power Generation,Infrastructure,Electric Power,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
222, PR,RIO NEGRO,4122305,2019/07/30,jul.,2019,"146 784,00","146 784,00","4,03","3,00","117,00",Manufacturing,Food Products,Manufacture of Bakery and Confectionery Products,Industry,Food and Beverages,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
223, SC,PRAIA Large,4213807,2019/07/30,jul.,2019,"93 507,00","93 507,00","4,03","6,00","114,00",Manufacturing,Apparel and Accessories,Apparel Finishing Services (Except Underwear),Industry,Textiles and Clothing,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
224, SP,LIMEIRA,3526902,2019/07/30,jul.,2019,"205 468,00","205 193,00","4,03","12,00","60,00",Manufacturing,"Motor Vehicles, Trailers and Bodies",Manufacture of Motor Vehicle Parts and Accessories (Not Elsewhere Classified),Industry,Transport Equipment,Small,DESENVOLVE SP - AGENCIA DE FOMENTO DO ESTADO DE SAO PAU
225, PR,PALOTINA,4117909,2019/08/16,ago.,2019,"435 146,00","435 146,00","4,03","6,00","138,00",Commerce and Services,Other services,Activities of Social Advocacy Organizations,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
226, SC,BOM RETIRO,4202602,2019/08/16,ago.,2019,"140 970,00","140 970,00","4,03","12,00","132,00",Commerce and Services,Commerce,Minimarkets and Grocery Stores,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
227, SC,VIDEIRA,4219309,2019/08/16,ago.,2019,"62 275,00","62 275,00","4,03","3,00","45,00",Commerce and Services,Electricity and Gas,Electric Power Generation,Infrastructure,Electric Power,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
228, RS,ANTONIO PRADO,4300802,2019/08/23,ago.,2019,"890 538,00","890 538,00","4,03","12,00","108,00",Manufacturing,Food Products,Manufacture of Bakery and Confectionery Products,Industry,Food and Beverages,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
229, SC,PRESIDENTE NEREU,4214102,2019/08/23,ago.,2019,"25 811,00","25 811,00","4,03","12,00","120,00",Commerce and Services,Commerce,Retail Trade of Construction Materials,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
230, MG,BELO HORIZONTE,3106200,2019/08/27,ago.,2019,"7 552 586,00","7 552 586,00","4,03","24,00","96,00",Commerce and Services,Electricity and Gas,Electric Power Generation,Infrastructure,Electric Power,Small,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA - BDMG
231, RS,FLORES DA CUNHA,4308201,2019/08/30,ago.,2019,"349 176,00","349 176,00","4,03","6,00","114,00",Manufacturing,Furniture,Manufacture of Wooden Furniture,Industry,Others,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
232, RS,TRES CACHOEIRAS,4321667,2019/08/30,ago.,2019,"112 000,00","112 000,00","4,03","6,00","42,00",Manufacturing,Wood,Manufacture of Wooden Frames and Components for Industrial and Commercial Use,Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
233, SC,SAO JOAO DO SUL,4216404,2019/08/30,ago.,2019,"118 000,00","118 000,00","4,03","3,00","120,00",Manufacturing,Food Products,Manufacture of Bakery and Confectionery Products,Industry,Food and Beverages,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
234, PR,TOLEDO,4127700,2019/08/30,ago.,2019,"222 428,00","222 428,00","4,03","6,00","110,00",Commerce and Services,Accommodation and Food Services,Hotels,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
235, SC,FORMOSA DO SUL,4205431,2019/08/30,ago.,2019,"27 192,00","27 192,00","4,03","3,00","123,00",Manufacturing,Chemicals,Manufacture of Cleaning and Polishing Products,Industry,Chemicals and Petrochemicals,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
236, PR,TOLEDO,4127700,2019/09/03,set.,2019,"234 400,00","234 400,00","4,03","24,00","96,00",Commerce and Services,Commerce,Retail Trade of Beverages,Commerce and Services,Commerce and Services,Small,AGENCIA DE FOMENTO DO PARANA SA
237, RS,CACHOEIRA DO SUL,4303004,2019/09/05,set.,2019,"240 000,00","240 000,00","4,03","12,00","108,00",Commerce and Services,Accommodation and Food Services,Hotels,Commerce and Services,Commerce and Services,Small,BADESUL DESENVOLVIMENTO SA - AGENCIA DE FOMENTO/RS
238, PR,ENGENHEIRO BELTRAO,4107504,2019/09/05,set.,2019,"74 400,00","74 400,00","4,03","12,00","60,00",Commerce and Services,Accommodation and Food Services,Hotels,Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
239, RS,PALMITINHO,4313805,2019/09/23,set.,2019,"380 217,00","380 217,00","4,03","12,00","120,00",Commerce and Services,Information and Communication,Radio Broadcasting Activities,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
240, RS,SAO MIGUEL DAS MISSOES,4319158,2019/09/24,set.,2019,"640 000,00","640 000,00","4,03","24,00","120,00",Commerce and Services,Commerce,Supermarkets (General Retail with Predominance of Food Products),Commerce and Services,Commerce and Services,Small,BADESUL DESENVOLVIMENTO SA - AGENCIA DE FOMENTO/RS
241, SC,ITUPORANGA,4208500,2019/10/03,out.,2019,"33 930,00","33 930,00","4,03","9,00","111,00",Commerce and Services,Commerce,Retail Trade of Other Products (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
242, PR,MARINGA,4115200,2019/10/03,out.,2019,"191 561,00","191 561,00","4,03","6,00","108,00",Commerce and Services,"Arts, Culture and Sports",Sports Facilities Management,Commerce and Services,Commerce and Services,Small,AGENCIA DE FOMENTO DO PARANA SA
243, PR,SAUDADE DO IGUACU,4126272,2019/10/03,out.,2019,"143 721,00","143 721,00","4,03","6,00","60,00",Manufacturing,Beverages,Beer Production,Industry,Food and Beverages,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
244, PR,RIO NEGRO,4122305,2019/10/03,out.,2019,"175 120,00","175 120,00","4,03","12,00","108,00",Commerce and Services,Electricity and Gas,Electric Power Generation,Infrastructure,Electric Power,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
245, PR,ITAIPULANDIA,4110953,2019/10/03,out.,2019,"36 639,00","36 639,00","4,03","6,00","60,00",Commerce and Services,Commerce,Retail Trade of Construction Materials,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
246, SC,CONCORDIA,4204301,2019/10/03,out.,2019,"42 000,00","42 000,00","4,03","3,00","57,00",Commerce and Services,Financial activity and insurance,"Insurance, Pension Plan and Health Insurance Brokerage",Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
247, SC,PRAIA Large,4213807,2019/10/16,out.,2019,"80 000,00","80 000,00","4,03","3,00","114,00",Commerce and Services,Commerce,Wholesale of Beer and Soft Drinks,Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
248, PR,QUERENCIA DO NORTE,4121000,2019/10/16,out.,2019,"32 400,00","32 400,00","4,03","6,00","132,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Accounting Activities,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
249, PR,MARECHAL CANDIDO RONDON,4114609,2019/10/16,out.,2019,"133 650,00","133 650,00","4,03","6,00","138,00",Commerce and Services,Education,Primary Education,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
250, SC,CHAPECO,4204202,2019/10/16,out.,2019,"49 819,00","49 819,00","4,03","12,00","120,00",Commerce and Services,Accommodation and Food Services,Restaurants and Similar Establishments,Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
251, SC,PRAIA Large,4213807,2019/10/17,out.,2019,"279 200,00","279 200,00","4,03","6,00","66,00",Manufacturing,Wood,Manufacture of Wooden Frames and Components for Industrial and Commercial Use,Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
252, PR,FRANCISCO BELTRAO,4108403,2019/10/17,out.,2019,"120 000,00","120 000,00","4,03","6,00","60,00",Commerce and Services,Commerce,Retail Trade of Veterinary Medicines,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
253, RS,PAVERAMA,4314159,2019/10/21,out.,2019,"137 040,00","137 040,00","4,03","6,00","54,00",Commerce and Services,Commerce,Minimarkets and Grocery Stores,Commerce and Services,Commerce and Services,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
254, MS,BANDEIRANTES,5001508,2019/10/25,out.,2019,"1 160 000,00","1 160 000,00","4,03","12,00","120,00",Commerce and Services,Support Activities for Transportation and Delivery,General Warehousing with Warrant Issuance,Infrastructure,Support Activities for Transportation,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
255, SC,MARAVILHA,4210506,2020/10/23,out.,2020,"129 600,00","129 600,00","3,90","6,00","114,00",Manufacturing,Food Products,Manufacture of Bakery and Confectionery Products,Industry,Food and Beverages,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
256, SC,IRACEMINHA,4207759,2020/10/27,out.,2020,"73 456,00","73 456,00","3,90","6,00","138,00",Commerce and Services,Commerce,Minimarkets and Grocery Stores,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
257, SC,MARAVILHA,4210506,2020/11/30,nov.,2020,"31 520,00","31 520,00","3,90","6,00","138,00",Commerce and Services,Commerce,Maintenance and Repair of Motor Vehicles,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
258, SC,AGUAS FRIAS,4200556,2020/12/02,dez.,2020,"46 408,00","46 408,00","4,03","24,00","120,00",Manufacturing,Apparel and Accessories,Manufacture of Apparel (Except Underwear and Custom-Made),Industry,Textiles and Clothing,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
259, PR,PATO BRANCO,4118501,2020/12/03,dez.,2020,"199 800,00","199 800,00","3,90","6,00","138,00",Manufacturing,Beverages,Beer Production,Industry,Food and Beverages,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
260, SC,AGROLANDIA,4200200,2020/12/07,dez.,2020,"25 600,00","25 600,00","3,90","3,00","141,00",Commerce and Services,Commerce,Retail Trade of IT Equipment and Supplies,Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
261, SC,SANTA TEREZINHA DO PROGRESSO,4215687,2021/02/02,fev.,2021,"97 600,00","97 600,00","3,90","3,00","60,00",Commerce and Services,Commerce,Minimarkets and Grocery Stores,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
262, SC,ANITAPOLIS,4201109,2021/03/02,mar.,2021,"51 898,00","51 898,00","4,03","3,00","141,00",Manufacturing,Wood,Wood Resawing,Industry,Others,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
263, SC,SANTA ROSA DE LIMA,4215604,2021/04/06,abr.,2021,"122 229,00","122 229,00","4,03","3,00","132,00",Commerce and Services,Accommodation and Food Services,Guesthouses,Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
264, RS,SAPIRANGA,4319901,2021/04/07,abr.,2021,"440 137,00","439 453,00","3,90","24,00","120,00",Commerce and Services,Other services,Laundry Services,Commerce and Services,Commerce and Services,Small,BADESUL DESENVOLVIMENTO SA - AGENCIA DE FOMENTO/RS
265, SC,SAO MIGUEL DA BOA VISTA,4217154,2021/04/12,abr.,2021,"56 480,00","56 480,00","4,03","6,00","138,00",Commerce and Services,Commerce,Retail Trade of Automotive Fuels,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
266, RS,CASEIROS,4304952,2021/05/04,mai.,2021,"107 000,00","107 000,00","4,03","6,00","110,00",Commerce and Services,Land Transport,Road Freight Transport (Except Hazardous Materials),Infrastructure,Road Transport,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
267, SC,SAO JOAO DO SUL,4216404,2021/05/06,mai.,2021,"43 000,00","43 000,00","4,03","12,00","60,00",Commerce and Services,Commerce,Retail Trade of Construction Materials (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
268, SC,PRAIA Large,4213807,2021/05/19,mai.,2021,"49 000,00","49 000,00","4,03","6,00","96,00",Manufacturing,Gráfica,Pre-Press Services,Industry,Others,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
269, ES,CARIACICA,3201308,2021/06/11,jun.,2021,"154 320,00","154 320,00","4,03","12,00","68,00",Commerce and Services,Commerce,Minimarkets and Grocery Stores,Commerce and Services,Commerce and Services,Small,BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO
270, RS,ERECHIM,4307005,2021/06/15,jun.,2021,"34 385,00","34 385,00","4,03","10,00","132,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Accounting Activities,Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
271, SC,PRAIA Large,4213807,2021/06/17,jun.,2021,"329 440,00","329 440,00","4,03","6,00","114,00",Manufacturing,Rubber and Plastics,Manufacture of Plastic Products for Personal and Household Use,Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
272, SC,CUNHATAI,4204756,2021/06/18,jun.,2021,"116 577,00","116 577,00","4,03","6,00","120,00",Manufacturing,Food Products,Manufacture of Bakery and Confectionery Products,Industry,Food and Beverages,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
273, PR,CASCAVEL,4104808,2021/06/21,jun.,2021,"59 400,00","59 400,00","4,03","6,00","120,00",Commerce and Services,Accommodation and Food Services,"Snack Bars, Tea Houses and Juice Bars",Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
274, PR,SANTA MARIA DO OESTE,4123857,2021/06/21,jun.,2021,"73 541,00","73 541,00","4,03","6,00","48,00",Commerce and Services,Commerce,Retail Trade of Automotive Fuels,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
275, SC,MARAVILHA,4210506,2021/08/09,ago.,2021,"97 404,00","97 404,00","4,03","6,00","138,00",Commerce and Services,Land Transport,Road Freight Transport (Except Hazardous Materials),Infrastructure,Road Transport,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
276, PR,MANDAGUARI,4114203,2021/09/03,set.,2021,"300 000,00","300 000,00","4,03","3,00","117,00",Manufacturing,Furniture,Manufacture of Wooden Furniture,Industry,Others,Small,AGENCIA DE FOMENTO DO PARANA SA
277, PR,CIANORTE,4105508,2021/09/21,set.,2021,"192 008,00","192 008,00","4,03","24,00","96,00",Manufacturing,Food Products,Ice Production,Industry,Food and Beverages,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
278, RS,PANAMBI,4313904,2021/10/29,out.,2021,"390 000,00","390 000,00","4,03","12,00","108,00",Manufacturing,Rubber and Plastics,Manufacture of Plastic Products for Other Uses (Not Elsewhere Classified),Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
279, SC,SAUDADES,4217303,2021/11/03,nov.,2021,"133 956,00","133 956,00","4,03","3,00","141,00",Commerce and Services,Accommodation and Food Services,Hotels,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
280, PR,MARIOPOLIS,4115309,2021/12/07,dez.,2021,"225 000,00","225 000,00","4,03","6,00","138,00",Commerce and Services,Commerce,Supermarkets (General Retail with Predominance of Food Products),Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
281, PR,TOLEDO,4127700,2021/12/08,dez.,2021,"1 588 000,00","635 200,00","4,03","24,00","120,00",Manufacturing,Food Products,Meat Processing,Industry,Food and Beverages,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
282, RS,MARCELINO RAMOS,4311908,2022/01/24,jan.,2022,"200 000,00","200 000,00","4,03","12,00","120,00",Commerce and Services,Commerce,Wholesale of Processed Cereals and Legumes,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
283, SC,CUNHA PORA,4204707,2022/02/14,fev.,2022,"66 000,00","66 000,00","4,03","6,00","138,00",Manufacturing,Apparel and Accessories,Manufacture of Apparel (Except Underwear and Custom-Made),Industry,Textiles and Clothing,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
284, PR,REBOUCAS,4121505,2022/02/22,fev.,2022,"645 000,00","645 000,00","4,03","4,00","72,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Combined Office Administrative Services,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
285, RS,CERRO LARGO,4305207,2022/02/25,fev.,2022,"86 400,00","86 400,00","4,03","6,00","54,00",Commerce and Services,Commerce,Bakery and Confectionery (Resale-Based),Commerce and Services,Commerce and Services,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
286, RS,ENCANTADO,4306809,2022/03/21,mar.,2022,"14 383,00","14 383,00","4,03","6,00","112,00",Commerce and Services,Construction,Earthmoving and Land Preparation,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
287, SC,PORTO BELO,4213500,2022/04/26,abr.,2022,"114 000,00","114 000,00","4,03","12,00","60,00",Commerce and Services,Commerce,Specialized Wholesale of Intermediate Goods (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
288, SC,MARAVILHA,4210506,2022/05/11,mai.,2022,"51 420,00","51 420,00","4,03","6,00","138,00",Commerce and Services,Commerce,Retail trade of wood and artifacts.,Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
289, SC,POUSO REDONDO,4213708,2022/05/17,mai.,2022,"98 978,00","98 978,00","4,03","12,00","132,00",Commerce and Services,Commerce,Retail Trade of Motor Vehicle Parts and Accessories,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
290, RS,BOA VISTA DO BURICA,4302204,2022/05/26,mai.,2022,"460 200,00","460 200,00","4,03","6,00","138,00",Commerce and Services,Commerce,"Wholesale of Machinery and Equipment, Parts and Components (Not Elsewhere Classified)",Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
